landmark_id,category,name
0,http://commons.wikimedia.org/wiki/Category:Isa_Khan_Niyazi's_tomb,Isa Khan Niyazi's tomb
1,"http://commons.wikimedia.org/wiki/Category:Little_Tokyo,_Los_Angeles","Little Tokyo, Los Angeles"
2,http://commons.wikimedia.org/wiki/Category:Moni_tis_Metamorphosis_tou_Sotiros_-_Megalo_Meteoro_(Meteora),Moni tis Metamorphosis tou Sotiros - Megalo Meteoro (Meteora)
3,http://commons.wikimedia.org/wiki/Category:California,California
4,http://commons.wikimedia.org/wiki/Category:Gardens_by_the_Bay,Gardens by the Bay
5,http://commons.wikimedia.org/wiki/Category:Frontenpark_(Maastricht),Frontenpark (Maastricht)
6,http://commons.wikimedia.org/wiki/Category:Ch%C3%A2teau_de_Chinon,Château de Chinon
7,http://commons.wikimedia.org/wiki/Category:Ch%C3%A2teau_de_Chenonceau,Château de Chenonceau
8,http://commons.wikimedia.org/wiki/Category:Sokolniki_Park,Sokolniki Park
9,http://commons.wikimedia.org/wiki/Category:Brick_Lane,Brick Lane
10,http://commons.wikimedia.org/wiki/Category:Burren,Burren
11,http://commons.wikimedia.org/wiki/Category:Sochi_Arboretum,Sochi Arboretum
12,http://commons.wikimedia.org/wiki/Category:Kivikko,Kivikko
13,http://commons.wikimedia.org/wiki/Category:Syretsky_arboretum,Syretsky arboretum
14,http://commons.wikimedia.org/wiki/Category:Kopaonik,Kopaonik
15,http://commons.wikimedia.org/wiki/Category:So%C4%8Da,Soča
16,http://commons.wikimedia.org/wiki/Category:Brighton_Pier,Brighton Pier
17,http://commons.wikimedia.org/wiki/Category:Parque_Estadual_da_Serra_do_Mar,Parque Estadual da Serra do Mar
18,http://commons.wikimedia.org/wiki/Category:Beverweerd,Beverweerd
19,http://commons.wikimedia.org/wiki/Category:Niagara_Falls,Niagara Falls
20,http://commons.wikimedia.org/wiki/Category:Tsukiji_fish_market,Tsukiji fish market
21,http://commons.wikimedia.org/wiki/Category:Brompton_Cemetery,Brompton Cemetery
22,http://commons.wikimedia.org/wiki/Category:Jasper_National_Park,Jasper National Park
23,http://commons.wikimedia.org/wiki/Category:Valle_de_la_Luna_(Chile),Valle de la Luna (Chile)
24,http://commons.wikimedia.org/wiki/Category:International_Museum_of_Ceramics_in_Faenza,International Museum of Ceramics in Faenza
25,http://commons.wikimedia.org/wiki/Category:River_Severn,River Severn
26,http://commons.wikimedia.org/wiki/Category:Torre_de_H%C3%A9rcules,Torre de Hércules
27,http://commons.wikimedia.org/wiki/Category:Quinta_da_Boa_Vista,Quinta da Boa Vista
28,http://commons.wikimedia.org/wiki/Category:Jamali_Kamali_mosque_and_tomb,Jamali Kamali mosque and tomb
29,"http://commons.wikimedia.org/wiki/Category:Trinitatisfriedhof,_Dresden","Trinitatisfriedhof, Dresden"
30,http://commons.wikimedia.org/wiki/Category:Muskau_Park,Muskau Park
31,http://commons.wikimedia.org/wiki/Category:Matterhorn,Matterhorn
32,http://commons.wikimedia.org/wiki/Category:Sint-Gertrudiskerk_(Bergen_op_Zoom),Sint-Gertrudiskerk (Bergen op Zoom)
33,http://commons.wikimedia.org/wiki/Category:Patan_Durbar_Square,Patan Durbar Square
34,http://commons.wikimedia.org/wiki/Category:Parc_Angrignon,Parc Angrignon
35,http://commons.wikimedia.org/wiki/Category:Teatro_Carlo_Felice_(Genoa),Teatro Carlo Felice (Genoa)
36,http://commons.wikimedia.org/wiki/Category:Wat_Saket,Wat Saket
37,"http://commons.wikimedia.org/wiki/Category:Royal_Botanical_Garden,_Madrid","Royal Botanical Garden, Madrid"
38,http://commons.wikimedia.org/wiki/Category:Castle_Heeswijk,Castle Heeswijk
39,http://commons.wikimedia.org/wiki/Category:Ellora_Caves,Ellora Caves
40,http://commons.wikimedia.org/wiki/Category:Moszna_Castle,Moszna Castle
41,http://commons.wikimedia.org/wiki/Category:Intrepid_Sea-Air-Space_Museum,Intrepid Sea-Air-Space Museum
42,http://commons.wikimedia.org/wiki/Category:Helsinki_Lutheran_Cathedral,Helsinki Lutheran Cathedral
43,http://commons.wikimedia.org/wiki/Category:Kardzhali_History_Museum,Kardzhali History Museum
44,http://commons.wikimedia.org/wiki/Category:Temple_of_Poseidon_at_Cape_Sounion,Temple of Poseidon at Cape Sounion
45,http://commons.wikimedia.org/wiki/Category:Valle_de_Ordesa,Valle de Ordesa
46,http://commons.wikimedia.org/wiki/Category:Wan_Chai,Wan Chai
47,http://commons.wikimedia.org/wiki/Category:Namib-Naukluft_National_Park,Namib-Naukluft National Park
48,http://commons.wikimedia.org/wiki/Category:Uluru,Uluru
49,http://commons.wikimedia.org/wiki/Category:Death_Valley_National_Park,Death Valley National Park
50,http://commons.wikimedia.org/wiki/Category:RHS_Wisley,RHS Wisley
51,http://commons.wikimedia.org/wiki/Category:Wawel,Wawel
52,http://commons.wikimedia.org/wiki/Category:Pangong_Tso,Pangong Tso
53,"http://commons.wikimedia.org/wiki/Category:Petra,_Jordan","Petra, Jordan"
54,http://commons.wikimedia.org/wiki/Category:Feroz_Shah_Kotla,Feroz Shah Kotla
55,http://commons.wikimedia.org/wiki/Category:Stob_pyramids,Stob pyramids
56,http://commons.wikimedia.org/wiki/Category:Rudkhan_Castle,Rudkhan Castle
57,http://commons.wikimedia.org/wiki/Category:Kolomenskoe,Kolomenskoe
58,"http://commons.wikimedia.org/wiki/Category:Qutb_Minar_and_its_monuments,_Delhi","Qutb Minar and its monuments, Delhi"
59,http://commons.wikimedia.org/wiki/Category:West_Side_Market,West Side Market
60,http://commons.wikimedia.org/wiki/Category:Sheikh_Safi_al-Din_Kh%C4%81neg%C4%81h_and_Shrine_Ensemble,Sheikh Safi al-Din Khānegāh and Shrine Ensemble
61,http://commons.wikimedia.org/wiki/Category:Botanical_Garden_Jevremovac,Botanical Garden Jevremovac
62,http://commons.wikimedia.org/wiki/Category:Soos,Soos
63,"http://commons.wikimedia.org/wiki/Category:Christian_Quarter,_Jerusalem","Christian Quarter, Jerusalem"
64,http://commons.wikimedia.org/wiki/Category:Pocahontas_State_Park,Pocahontas State Park
65,http://commons.wikimedia.org/wiki/Category:Oleksandria_Park,Oleksandria Park
66,http://commons.wikimedia.org/wiki/Category:Illeta_dels_Banyets,Illeta dels Banyets
67,http://commons.wikimedia.org/wiki/Category:Lake_Garda,Lake Garda
68,"http://commons.wikimedia.org/wiki/Category:St_Deiniol's_Church,_Hawarden","St Deiniol's Church, Hawarden"
69,http://commons.wikimedia.org/wiki/Category:Columbarium_of_the_P%C3%A8re-Lachaise_Cemetery,Columbarium of the Père-Lachaise Cemetery
70,http://commons.wikimedia.org/wiki/Category:San_Anton_Gardens,San Anton Gardens
71,"http://commons.wikimedia.org/wiki/Category:Sameba_Cathedral,_Tbilisi","Sameba Cathedral, Tbilisi"
72,http://commons.wikimedia.org/wiki/Category:Mokolii,Mokolii
73,http://commons.wikimedia.org/wiki/Category:Kilmallie,Kilmallie
74,http://commons.wikimedia.org/wiki/Category:Attabad_Lake,Attabad Lake
75,http://commons.wikimedia.org/wiki/Category:Dolat-Abad_Garden,Dolat-Abad Garden
76,http://commons.wikimedia.org/wiki/Category:Yosemite_Valley,Yosemite Valley
77,http://commons.wikimedia.org/wiki/Category:Forest_of_Dean,Forest of Dean
78,http://commons.wikimedia.org/wiki/Category:Granhults_kyrka,Granhults kyrka
79,"http://commons.wikimedia.org/wiki/Category:St._Lawrence,_Toronto","St. Lawrence, Toronto"
80,http://commons.wikimedia.org/wiki/Category:Castles_of_Lastours,Castles of Lastours
81,http://commons.wikimedia.org/wiki/Category:Vvedenskoe_cemetery,Vvedenskoe cemetery
82,http://commons.wikimedia.org/wiki/Category:Aterro_do_Flamengo,Aterro do Flamengo
83,http://commons.wikimedia.org/wiki/Category:Mustafa_Pasha_Mosque_(Skopje),Mustafa Pasha Mosque (Skopje)
84,http://commons.wikimedia.org/wiki/Category:Pohick_Creek,Pohick Creek
85,http://commons.wikimedia.org/wiki/Category:Tatev,Tatev
86,http://commons.wikimedia.org/wiki/Category:Museum_of_Asian_art_of_Corfu,Museum of Asian art of Corfu
87,http://commons.wikimedia.org/wiki/Category:Theatro_da_Paz,Theatro da Paz
88,"http://commons.wikimedia.org/wiki/Category:Financial_District,_Toronto","Financial District, Toronto"
89,http://commons.wikimedia.org/wiki/Category:Pinacoteca_del_Castello_Sforzesco,Pinacoteca del Castello Sforzesco
90,http://commons.wikimedia.org/wiki/Category:Glasnevin_Cemetery,Glasnevin Cemetery
91,http://commons.wikimedia.org/wiki/Category:Enz,Enz
92,http://commons.wikimedia.org/wiki/Category:Alba_Iulia_Fortress,Alba Iulia Fortress
93,http://commons.wikimedia.org/wiki/Category:Western_Wall,Western Wall
94,http://commons.wikimedia.org/wiki/Category:National_Botanical_Garden_of_Bangladesh,National Botanical Garden of Bangladesh
95,http://commons.wikimedia.org/wiki/Category:Angkor_Wat,Angkor Wat
96,http://commons.wikimedia.org/wiki/Category:Parque_Nacional_do_Pantanal_Matogrossense,Parque Nacional do Pantanal Matogrossense
97,http://commons.wikimedia.org/wiki/Category:Huangshan,Huangshan
98,http://commons.wikimedia.org/wiki/Category:Wyspa_M%C5%82y%C5%84ska_w_Bydgoszczy,Wyspa Młyńska w Bydgoszczy
99,http://commons.wikimedia.org/wiki/Category:Gettysburg_National_Military_Park,Gettysburg National Military Park
100,http://commons.wikimedia.org/wiki/Category:Ein_Avdat,Ein Avdat
101,http://commons.wikimedia.org/wiki/Category:Saiful_Muluk_Lake,Saiful Muluk Lake
102,http://commons.wikimedia.org/wiki/Category:Gorges_du_Verdon,Gorges du Verdon
103,http://commons.wikimedia.org/wiki/Category:Parque_Enrique_Tierno_Galv%C3%A1n,Parque Enrique Tierno Galván
104,"http://commons.wikimedia.org/wiki/Category:Catedral_San_Sebasti%C3%A1n,_Cochabamba","Catedral San Sebastián, Cochabamba"
105,http://commons.wikimedia.org/wiki/Category:Bangabandhu_Sheikh_Mujib_Safari_Park,Bangabandhu Sheikh Mujib Safari Park
106,http://commons.wikimedia.org/wiki/Category:Noraduz_Cemetery,Noraduz Cemetery
107,http://commons.wikimedia.org/wiki/Category:Makaravank,Makaravank
108,http://commons.wikimedia.org/wiki/Category:Fynbos,Fynbos
109,http://commons.wikimedia.org/wiki/Category:Humble_Administrator's_Garden,Humble Administrator's Garden
110,http://commons.wikimedia.org/wiki/Category:Hadrian's_Wall,Hadrian's Wall
111,http://commons.wikimedia.org/wiki/Category:Ca%C3%B1%C3%B3n_del_Sumidero,Cañón del Sumidero
112,http://commons.wikimedia.org/wiki/Category:Horezu_Monastery,Horezu Monastery
113,http://commons.wikimedia.org/wiki/Category:Zvartnots,Zvartnots
114,"http://commons.wikimedia.org/wiki/Category:Saint_John_of_God_Church_(San_Rafael,_Bulacan)","Saint John of God Church (San Rafael, Bulacan)"
115,http://commons.wikimedia.org/wiki/Category:Mount_Feathertop,Mount Feathertop
116,http://commons.wikimedia.org/wiki/Category:Lindisfarne,Lindisfarne
117,http://commons.wikimedia.org/wiki/Category:Makalu,Makalu
118,http://commons.wikimedia.org/wiki/Category:Posters,Posters
119,http://commons.wikimedia.org/wiki/Category:High_Weald_Landscape_Trail,High Weald Landscape Trail
120,http://commons.wikimedia.org/wiki/Category:Tower_Bridge,Tower Bridge
121,http://commons.wikimedia.org/wiki/Category:Freedom_Park,Freedom Park
122,http://commons.wikimedia.org/wiki/Category:Saint_Naum_Monastery,Saint Naum Monastery
123,http://commons.wikimedia.org/wiki/Category:Yellowstone_National_Park,Yellowstone National Park
124,http://commons.wikimedia.org/wiki/Category:Matka_Canyon,Matka Canyon
125,http://commons.wikimedia.org/wiki/Category:Akhtala_monastery,Akhtala monastery
126,http://commons.wikimedia.org/wiki/Category:Skomer_Island,Skomer Island
127,http://commons.wikimedia.org/wiki/Category:Sai_Ying_Pun,Sai Ying Pun
128,http://commons.wikimedia.org/wiki/Category:Fairy_Stone_State_Park,Fairy Stone State Park
129,http://commons.wikimedia.org/wiki/Category:Wat_Pho,Wat Pho
130,http://commons.wikimedia.org/wiki/Category:Olympic_Stadium_(London),Olympic Stadium (London)
131,http://commons.wikimedia.org/wiki/Category:Arroyo_Burro_Beach,Arroyo Burro Beach
132,"http://commons.wikimedia.org/wiki/Category:San_Guillermo_Church,_Bacolor","San Guillermo Church, Bacolor"
133,http://commons.wikimedia.org/wiki/Category:Perperikon,Perperikon
134,http://commons.wikimedia.org/wiki/Category:Bet_Shearim,Bet Shearim
135,http://commons.wikimedia.org/wiki/Category:Hoh_Rain_Forest,Hoh Rain Forest
136,"http://commons.wikimedia.org/wiki/Category:Saint_James_the_Greater_Church_(Plaridel,_Bulacan)","Saint James the Greater Church (Plaridel, Bulacan)"
137,http://commons.wikimedia.org/wiki/Category:Hwaseong_Fortress,Hwaseong Fortress
138,http://commons.wikimedia.org/wiki/Category:Donetsk_botanic_garden,Donetsk botanic garden
139,http://commons.wikimedia.org/wiki/Category:Tyne_Bridge,Tyne Bridge
140,http://commons.wikimedia.org/wiki/Category:Sassi_di_Matera,Sassi di Matera
141,http://commons.wikimedia.org/wiki/Category:Temple_of_Heaven,Temple of Heaven
142,http://commons.wikimedia.org/wiki/Category:SBB_Historic,SBB Historic
143,http://commons.wikimedia.org/wiki/Category:Dovbush_rocks,Dovbush rocks
144,http://commons.wikimedia.org/wiki/Category:Izborsk_Fortress,Izborsk Fortress
145,http://commons.wikimedia.org/wiki/Category:Museum_on_the_demarcation_line_in_Rokycany,Museum on the demarcation line in Rokycany
146,http://commons.wikimedia.org/wiki/Category:Annapurna_Himal,Annapurna Himal
147,http://commons.wikimedia.org/wiki/Category:Vorotnavank,Vorotnavank
148,http://commons.wikimedia.org/wiki/Category:Dupont_Circle,Dupont Circle
149,http://commons.wikimedia.org/wiki/Category:Prielbrusye,Prielbrusye
150,http://commons.wikimedia.org/wiki/Category:Vitosha_Nature_Park,Vitosha Nature Park
151,http://commons.wikimedia.org/wiki/Category:Bigorski_Monastery,Bigorski Monastery
152,http://commons.wikimedia.org/wiki/Category:Borgo_medievale_(Turin),Borgo medievale (Turin)
153,http://commons.wikimedia.org/wiki/Category:Macmillan_Way,Macmillan Way
154,http://commons.wikimedia.org/wiki/Category:Ancient_Jerash,Ancient Jerash
155,http://commons.wikimedia.org/wiki/Category:Bolk%C3%B3w_Castle,Bolków Castle
156,http://commons.wikimedia.org/wiki/Category:Olesko_Castle,Olesko Castle
157,http://commons.wikimedia.org/wiki/Category:Synevyr_National_Nature_Park,Synevyr National Nature Park
158,http://commons.wikimedia.org/wiki/Category:Mount_Wutai,Mount Wutai
159,http://commons.wikimedia.org/wiki/Category:Tidersrums_kyrka,Tidersrums kyrka
160,http://commons.wikimedia.org/wiki/Category:Hautes_Fagnes,Hautes Fagnes
161,http://commons.wikimedia.org/wiki/Category:Jurassic_Coast,Jurassic Coast
162,http://commons.wikimedia.org/wiki/Category:Serra_de_Tramuntana,Serra de Tramuntana
163,http://commons.wikimedia.org/wiki/Category:Krzy%C5%BCtop%C3%B3r_Castle,Krzyżtopór Castle
164,http://commons.wikimedia.org/wiki/Category:Trakai_Island_Castle,Trakai Island Castle
165,http://commons.wikimedia.org/wiki/Category:Tomb_of_Safdarjung,Tomb of Safdarjung
166,http://commons.wikimedia.org/wiki/Category:Nizhny_Novgorod,Nizhny Novgorod
167,"http://commons.wikimedia.org/wiki/Category:San_Agustin_Church,_Manila","San Agustin Church, Manila"
168,http://commons.wikimedia.org/wiki/Category:Chongwu_City,Chongwu City
169,http://commons.wikimedia.org/wiki/Category:Ch%C3%A2teau_de_Chambord,Château de Chambord
170,http://commons.wikimedia.org/wiki/Category:Herodium,Herodium
171,http://commons.wikimedia.org/wiki/Category:Hunza_Valley,Hunza Valley
172,http://commons.wikimedia.org/wiki/Category:Shaniwar_Wada,Shaniwar Wada
173,http://commons.wikimedia.org/wiki/Category:2018_Toronto_International_Film_Festival,2018 Toronto International Film Festival
174,http://commons.wikimedia.org/wiki/Category:Saghmosavank,Saghmosavank
175,http://commons.wikimedia.org/wiki/Category:Trevi_fountain,Trevi fountain
176,http://commons.wikimedia.org/wiki/Category:Grayson_Highlands_State_Park,Grayson Highlands State Park
177,http://commons.wikimedia.org/wiki/Category:De_Slufter,De Slufter
178,http://commons.wikimedia.org/wiki/Category:Shandong,Shandong
179,http://commons.wikimedia.org/wiki/Category:Zhovkva_Castle,Zhovkva Castle
180,http://commons.wikimedia.org/wiki/Category:Rocks_of_MODR,Rocks of MODR
181,http://commons.wikimedia.org/wiki/Category:La_D%C3%B4le,La Dôle
182,http://commons.wikimedia.org/wiki/Category:Ponte_Vasco_da_Gama,Ponte Vasco da Gama
183,http://commons.wikimedia.org/wiki/Category:Grand_Western_Canal,Grand Western Canal
184,http://commons.wikimedia.org/wiki/Category:J%C3%BCdischer_Friedhof_Berlin-Wei%C3%9Fensee,Jüdischer Friedhof Berlin-Weißensee
185,http://commons.wikimedia.org/wiki/Category:Kecharis,Kecharis
186,http://commons.wikimedia.org/wiki/Category:Komitas_Pantheon,Komitas Pantheon
187,http://commons.wikimedia.org/wiki/Category:Nature_of_Antarctica,Nature of Antarctica
188,http://commons.wikimedia.org/wiki/Category:De_Biesbosch,De Biesbosch
189,http://commons.wikimedia.org/wiki/Category:Naturschutzgebiet_Schwarze_Heide,Naturschutzgebiet Schwarze Heide
190,http://commons.wikimedia.org/wiki/Category:Gamla_Uppsala_museum,Gamla Uppsala museum
191,http://commons.wikimedia.org/wiki/Category:Pichincha_Volcano,Pichincha Volcano
192,http://commons.wikimedia.org/wiki/Category:Muzeum_In%C5%BCynierii_Miejskiej_w_Krakowie,Muzeum Inżynierii Miejskiej w Krakowie
193,http://commons.wikimedia.org/wiki/Category:Brockhampton_Estate,Brockhampton Estate
194,http://commons.wikimedia.org/wiki/Category:St._Sophia_Church_(Ohrid),St. Sophia Church (Ohrid)
195,http://commons.wikimedia.org/wiki/Category:Skopje_Fortress,Skopje Fortress
196,http://commons.wikimedia.org/wiki/Category:St._John_of_Mastara,St. John of Mastara
197,http://commons.wikimedia.org/wiki/Category:Dresden_Hauptbahnhof,Dresden Hauptbahnhof
198,http://commons.wikimedia.org/wiki/Category:Herz-Jesu-Kirche_(Dresden),Herz-Jesu-Kirche (Dresden)
199,http://commons.wikimedia.org/wiki/Category:Parque_Nacional_do_Catimbau,Parque Nacional do Catimbau
200,http://commons.wikimedia.org/wiki/Category:Heskin_Hall,Heskin Hall
201,http://commons.wikimedia.org/wiki/Category:Texas_Renaissance_Festival,Texas Renaissance Festival
202,http://commons.wikimedia.org/wiki/Category:Chich%C3%A9n_Itz%C3%A1,Chichén Itzá
203,http://commons.wikimedia.org/wiki/Category:Arg_of_Karim_Khan,Arg of Karim Khan
204,http://commons.wikimedia.org/wiki/Category:Mehrangarh_Fort,Mehrangarh Fort
205,http://commons.wikimedia.org/wiki/Category:Masada,Masada
206,http://commons.wikimedia.org/wiki/Category:Evangelische_Pfarrkirche_M%C3%BCnzenberg,Evangelische Pfarrkirche Münzenberg
207,http://commons.wikimedia.org/wiki/Category:Petrovaradin_Fortress,Petrovaradin Fortress
208,http://commons.wikimedia.org/wiki/Category:Yungang_Grottoes,Yungang Grottoes
209,http://commons.wikimedia.org/wiki/Category:Padr%C3%A3o_dos_Descobrimentos,Padrão dos Descobrimentos
210,http://commons.wikimedia.org/wiki/Category:Kinderdijk_windmills,Kinderdijk windmills
211,"http://commons.wikimedia.org/wiki/Category:Market_Square,_Lviv","Market Square, Lviv"
212,http://commons.wikimedia.org/wiki/Category:Naturschutzgebiet_Steinberg_bei_Wesseln,Naturschutzgebiet Steinberg bei Wesseln
213,http://commons.wikimedia.org/wiki/Category:Terra_Botanica,Terra Botanica
214,http://commons.wikimedia.org/wiki/Category:Fichtelberg_(Erzgebirge),Fichtelberg (Erzgebirge)
215,http://commons.wikimedia.org/wiki/Category:Akkerman_fortress,Akkerman fortress
216,http://commons.wikimedia.org/wiki/Category:Svirzh_Castle,Svirzh Castle
217,"http://commons.wikimedia.org/wiki/Category:Fisherman's_Wharf,_San_Francisco","Fisherman's Wharf, San Francisco"
218,http://commons.wikimedia.org/wiki/Category:Douthat_State_Park,Douthat State Park
219,http://commons.wikimedia.org/wiki/Category:Jasna_G%C3%B3ra,Jasna Góra
220,http://commons.wikimedia.org/wiki/Category:Bayon,Bayon
221,http://commons.wikimedia.org/wiki/Category:Vi%C3%B1ales_Valley,Viñales Valley
222,http://commons.wikimedia.org/wiki/Category:East_Side_Gallery,East Side Gallery
223,http://commons.wikimedia.org/wiki/Category:River_Farm,River Farm
224,http://commons.wikimedia.org/wiki/Category:Eiktunet,Eiktunet
225,http://commons.wikimedia.org/wiki/Category:Sima_de_las_Cotorras,Sima de las Cotorras
226,http://commons.wikimedia.org/wiki/Category:Mount_Rushmore_National_Memorial,Mount Rushmore National Memorial
227,http://commons.wikimedia.org/wiki/Category:Rhine_Falls,Rhine Falls
228,http://commons.wikimedia.org/wiki/Category:Saint_Hilarion_Castle,Saint Hilarion Castle
229,http://commons.wikimedia.org/wiki/Category:Snizort,Snizort
230,http://commons.wikimedia.org/wiki/Category:Arthur's_Seat,Arthur's Seat
231,http://commons.wikimedia.org/wiki/Category:Ajanta_Caves,Ajanta Caves
232,http://commons.wikimedia.org/wiki/Category:Grand_Canyon_National_Park,Grand Canyon National Park
233,http://commons.wikimedia.org/wiki/Category:Parque_Terra_Nostra,Parque Terra Nostra
234,http://commons.wikimedia.org/wiki/Category:Pra%C3%A7a_do_Com%C3%A9rcio,Praça do Comércio
235,http://commons.wikimedia.org/wiki/Category:Sofiyivsky_Park,Sofiyivsky Park
236,http://commons.wikimedia.org/wiki/Category:Hill_of_Crosses,Hill of Crosses
237,http://commons.wikimedia.org/wiki/Category:Way_of_Saint_James_in_Spain,Way of Saint James in Spain
238,http://commons.wikimedia.org/wiki/Category:Prague_Astronomical_Clock,Prague Astronomical Clock
239,http://commons.wikimedia.org/wiki/Category:Kapan_an,Kapan an
240,http://commons.wikimedia.org/wiki/Category:Pilkington_Library,Pilkington Library
241,http://commons.wikimedia.org/wiki/Category:Grand_Canyon,Grand Canyon
242,http://commons.wikimedia.org/wiki/Category:Schw%C3%A4bische_Alb,Schwäbische Alb
243,http://commons.wikimedia.org/wiki/Category:St._Augustine_Parish_Church_of_Baliuag,St. Augustine Parish Church of Baliuag
244,http://commons.wikimedia.org/wiki/Category:Gloriette_Sch%C3%B6nbrunn,Gloriette Schönbrunn
245,http://commons.wikimedia.org/wiki/Category:Dwarves_in_Wroc%C5%82aw,Dwarves in Wrocław
246,http://commons.wikimedia.org/wiki/Category:Beit_Weizmann,Beit Weizmann
247,http://commons.wikimedia.org/wiki/Category:Eiffel_Tower,Eiffel Tower
248,http://commons.wikimedia.org/wiki/Category:Naturschutzgebiet_Steinbruch_Holzm%C3%BChle,Naturschutzgebiet Steinbruch Holzmühle
249,http://commons.wikimedia.org/wiki/Category:Haskovo_Historic_Museum,Haskovo Historic Museum
250,http://commons.wikimedia.org/wiki/Category:Cambridge_University_Botanic_Garden,Cambridge University Botanic Garden
251,http://commons.wikimedia.org/wiki/Category:Giardino_Botanico_Alpino_Viote,Giardino Botanico Alpino Viote
252,"http://commons.wikimedia.org/wiki/Category:Karlskirche,_Vienna","Karlskirche, Vienna"
253,http://commons.wikimedia.org/wiki/Category:North_Sea,North Sea
254,http://commons.wikimedia.org/wiki/Category:Kraton_of_Yogyakarta,Kraton of Yogyakarta
255,http://commons.wikimedia.org/wiki/Category:Kwun_Tong,Kwun Tong
256,http://commons.wikimedia.org/wiki/Category:%C4%8Cesk%C3%BD_Krumlov_Castle,Český Krumlov Castle
